PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Sanderson, Matthew R.; Kentor, Jeffrey D.										Globalization, Development and International Migration: A Cross-National Analysis of Less-Developed Countries, 1970-2000								SOCIAL FORCES				88	1			301	336				10.1353/sof.0.0225							Review	SEP 2009	2009										28	0	0	0	0	0	33			0037-7732	1534-7605														2009-09-01	WOS:000272523000012		
J	Scott, John C.										The Difference: How the Power of Diversity Creates Better Groups, Firms, Schools and Societies								SOCIAL FORCES				88	1			471	473				10.1353/sof.0.0247							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0037-7732	1534-7605														2009-09-01	WOS:000272523000023		
J	Shauman, Kimberlee A.					Shauman, Kimberlee/0000-0002-7685-0349					Are there sex differences in the utilization of educational capital among college-educated workers?								SOCIAL SCIENCE RESEARCH				38	3			535	571				10.1016/j.ssresearch.2009.02.004							Article; Proceedings Paper	SEP 2009	2009						Annual Meeting of the Population-Association-of-AmericaAnnual Meeting of the Population-Association-of-America	APR 17-19, 2008APR 17-19, 2008	Populat Assoc AmerPopulat Assoc Amer	New Orleans, LANew Orleans, LA	12	0	0	0	0	0	16			0049-089X															2009-09-01	WOS:000266571000003		
J	Smith, Chad L.					Smith, Chad/0000-0002-7257-0809					Economic deprivation and racial segregation: Comparing Superfund sites in Portland, Oregon and Detroit, Michigan								SOCIAL SCIENCE RESEARCH				38	3			681	692				10.1016/j.ssresearch.2009.03.005							Article	SEP 2009	2009										24	0	0	0	3	0	35			0049-089X															2009-09-01	WOS:000266571000012	19856704	
J	Smits, Jeroen; Park, Hyunjoon				smits, jeroen/D-3840-2012						Five Decades of Educational Assortative Mating in 10 East Asian Societies								SOCIAL FORCES				88	1			227	255											Article	SEP 2009	2009										80	0	0	0	3	0	98			0037-7732	1534-7605														2009-09-01	WOS:000272523000009		
J	Snipp, C. Matthew										Taking Charge: Native American Self-Determination and Federal Indian Policy, 1975-1993								AMERICAN JOURNAL OF SOCIOLOGY				115	2			563	565				10.1086/648618							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-09-01	WOS:000270921400008		
J	Song, Lijun				Song, Lijun/Y-3533-2019						The Effect of the Cultural Revolution on Educational Homogamy in Urban China								SOCIAL FORCES				88	1			257	270											Article	SEP 2009	2009										26	0	0	0	0	0	34			0037-7732															2009-09-01	WOS:000272523000010		
J	Squires, Gregory D.										Citizens and Paupers: Relief, Rights, and Race, from the Freedman's Bureau to Workfare								SOCIAL FORCES				88	1			479	481				10.1353/sof.0.0235							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0037-7732															2009-09-01	WOS:000272523000027		
J	Stehr, Nico										The Philosophy of Expertise								AMERICAN JOURNAL OF SOCIOLOGY				115	2			571	573				10.1086/648622							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-09-01	WOS:000270921400012		
J	Steinhoff, Patricia G.										Site Fights: Divisive Facilities and Civil Society in Japan and the West								AMERICAN JOURNAL OF SOCIOLOGY				115	2			589	591				10.1086/648630							Book Review	SEP 2009	2009										1	0	0	0	0	0	1			0002-9602															2009-09-01	WOS:000270921400020		
J	Stephan, Jennifer L.; Rosenbaum, James E.; Person, Ann E.					Rosenbaum, James/0000-0001-5703-631X					Stratification in college entry and completion								SOCIAL SCIENCE RESEARCH				38	3			572	593				10.1016/j.ssresearch.2009.02.001							Article	SEP 2009	2009										50	0	0	0	0	0	85			0049-089X	1096-0317														2009-09-01	WOS:000266571000004		
J	Stier, Haya; Mandel, Hadas				Mandel, Hadas/AAC-8497-2022	Mandel, Hadas/0000-0002-2521-0069; Stier, Haya/0000-0002-5929-3691					Inequality in the family: The institutional aspects of women's earning contribution								SOCIAL SCIENCE RESEARCH				38	3			594	608				10.1016/j.ssresearch.2009.01.008							Article	SEP 2009	2009										39	0	1	0	0	0	42			0049-089X	1096-0317														2009-09-01	WOS:000266571000005		
J	Sun, Yongmin; Li, Yuanzhang					Li, Yuanzhang/0000-0001-8872-4430					Parental divorce, sibship size, family resources, and children's academic performance								SOCIAL SCIENCE RESEARCH				38	3			622	634				10.1016/j.ssresearch.2009.03.007							Article	SEP 2009	2009										29	0	0	0	0	0	44			0049-089X	1096-0317														2009-09-01	WOS:000266571000007	19856700	
J	Sutphin, Suzanne Taylor; Simpson, Brent										The role of self-evaluations in legitimizing social inequality								SOCIAL SCIENCE RESEARCH				38	3			609	621				10.1016/j.ssresearch.2009.01.007							Article	SEP 2009	2009										5	0	0	0	0	0	9			0049-089X	1096-0317														2009-09-01	WOS:000266571000006		
J	Trinitapoli, Jenny; Vaisey, Stephen					Trinitapoli, Jenny/0000-0003-2617-8176					The Transformative Role of Religious Experience: The Case of Short-Term Missions								SOCIAL FORCES				88	1			121	146											Article	SEP 2009	2009										43	0	0	0	0	0	71			0037-7732	1534-7605														2009-09-01	WOS:000272523000005		
J	Ulmer, Jeffery T.				Ulmer, Jeffery/B-3124-2008						The Path of the Devil: Early Modern Witch Hunts								AMERICAN JOURNAL OF SOCIOLOGY				115	2			578	580				10.1086/648625							Book Review	SEP 2009	2009										1	0	0	0	0	0	1			0002-9602															2009-09-01	WOS:000270921400015		
J	Ultee, Wout										From Origin to Destination: Trends and Mechanisms in Social Stratification Research								AMERICAN JOURNAL OF SOCIOLOGY				115	2			647	649				10.1086/648656							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-09-01	WOS:000270921400046		
J	Useem, Bert										The Crisis of Imprisonment: Protest, Politics, and the Making of the American Penal State, 1776-1941								AMERICAN JOURNAL OF SOCIOLOGY				115	2			565	567				10.1086/648619							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0002-9602	1537-5390														2009-09-01	WOS:000270921400009		
J	Wallander, Lisa										25 years of factorial surveys in sociology: A review								SOCIAL SCIENCE RESEARCH				38	3			505	520				10.1016/j.ssresearch.2009.03.004							Review	SEP 2009	2009										418	0	1	0	17	2	467			0049-089X	1096-0317														2009-09-01	WOS:000266571000001		
J	Ward, Jane										Dude You're a Fag: Masculinity and Sexuality in High School								SOCIAL FORCES				88	1			484	486											Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0037-7732	1534-7605														2009-09-01	WOS:000272523000030		
J	Weare, Christopher; Musso, Juliet; Jun, Kyu-Nahm										Cross-Talk: The Role of Homophily and Elite Bias in Civic Associations								SOCIAL FORCES				88	1			147	173											Article	SEP 2009	2009										27	0	0	0	0	0	36			0037-7732															2009-09-01	WOS:000272523000006		
J	Wen, Ming; Lauderdale, Diane S.; Kandula, Namratha R.										Ethnic Neighborhoods in Multi-Ethnic America, 1990-2000: Resurgent Ethnicity in the Ethnoburbs?								SOCIAL FORCES				88	1			425	460											Article	SEP 2009	2009										77	0	0	0	5	1	112			0037-7732	1534-7605														2009-09-01	WOS:000272523000016		
J	Willer, Robb; Kuwabara, Ko; Macy, Michael W.				Kuwabara, Ko/L-3128-2019						The False Enforcement of Unpopular Norms								AMERICAN JOURNAL OF SOCIOLOGY				115	2			451	490				10.1086/599250							Article	SEP 2009	2009										137	2	0	0	19	0	157			0002-9602	1537-5390														2009-09-01	WOS:000270921400004	20614762	
J	Wimmer, Andreas										Herder's Heritage and the Boundary-Making Approach: Studying Ethnicity in Immigrant Societies								SOCIOLOGICAL THEORY				27	3			244	270				10.1111/j.1467-9558.2009.01347.x							Article; Proceedings Paper	SEP 2009	2009						Workshop on Changing Boundaries and Emerging IdentitiesWorkshop on Changing Boundaries and Emerging Identities	JUN, 2008JUN, 2008		Univ Gottingen, Gottingen, GERMANYUniv Gottingen, Gottingen, GERMANY	139	0	2	0	1	0	164			0735-2751	1467-9558														2009-09-01	WOS:000269707600003		
J	Yair, Gad				Yair, Gad/C-5297-2009	Yair, Gad/0000-0003-3376-1132					Geography of Hope: Exile, the Enlightenment, Disassimilation								AMERICAN JOURNAL OF SOCIOLOGY				115	2			638	640				10.1086/648652							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-09-01	WOS:000270921400042		
J	Zonderman, David A.										Labor's Time: Shorter Hours, the UAW, and the Struggle for American Unionism								SOCIAL FORCES				88	1			475	476				10.1353/sof.0.0226							Book Review	SEP 2009	2009										0	0	0	0	0	0	0			0037-7732															2009-09-01	WOS:000272523000025		
J	Amenta, Edwin; Caren, Neal; Olasky, Sheera Joy; Stobaugh, James E.										All the Movements Fit to Print: Who, What, When, Where, and Why SMO Families Appeared in the <i>New York Times</i> in the Twentieth Century								AMERICAN SOCIOLOGICAL REVIEW				74	4			636	656				10.1177/000312240907400407							Article	AUG 2009	2009										110	0	0	0	1	1	151			0003-1224	1939-8271														2009-08-01	WOS:000268541800007		
J	Aytac, Isik A.; Rankin, Bruce H.										Economic Crisis and Marital Problems in Turkey: Testing the Family Stress Model								JOURNAL OF MARRIAGE AND FAMILY				71	3			756	767				10.1111/j.1741-3737.2009.00631.x							Article	AUG 2009	2009										49	0	0	3	3	2	79			0022-2445															2009-08-01	WOS:000268589700021		
J	Beller, Emily										Bringing Intergenerational Social Mobility Research into the Twenty-first Century: Why Mothers Matter								AMERICAN SOCIOLOGICAL REVIEW				74	4			507	528				10.1177/000312240907400401							Article; Proceedings Paper	AUG 2009	2009						Meeting of the International-Sociological-Association-Research-CommitteeMeeting of the International-Sociological-Association-Research-Committee	20072007	Int Sociol Assoc Res CommInt Sociol Assoc Res Comm	Montreal, CANADAMontreal, CANADA	193	0	0	0	3	4	227			0003-1224															2009-08-01	WOS:000268541800001		
J	Bronte-Tinkew, Jacinta; Horowitz, Allison; Scott, Mindy E.										Fathering With Multiple Partners: Links to Children's Well-Being in Early Childhood								JOURNAL OF MARRIAGE AND FAMILY				71	3			608	631				10.1111/j.1741-3737.2009.00622.x							Review	AUG 2009	2009										44	0	0	0	2	0	64			0022-2445	1741-3737														2009-08-01	WOS:000268589700012		
J	Busby, Dean M.; Holman, Thomas B.; Niehuis, Sylvia				Niehuis, Sylvia/W-5802-2019						The Association Between Partner Enhancement and Self-Enhancement and Relationship Quality Outcomes								JOURNAL OF MARRIAGE AND FAMILY				71	3			449	464				10.1111/j.1741-3737.2009.00612.x							Article	AUG 2009	2009										53	0	0	0	3	0	63			0022-2445	1741-3737														2009-08-01	WOS:000268589700002		
J	Carr, Deborah; Boerner, Kathrin				Boerner, Kathrin/M-1504-2019; Carr, Deborah/AAT-4078-2020						Do Spousal Discrepancies in Marital Quality Assessments Affect Psychological Adjustment to Widowhood?								JOURNAL OF MARRIAGE AND FAMILY				71	3			495	509				10.1111/j.1741-3737.2009.00615.x							Article	AUG 2009	2009										25	0	0	0	0	0	25			0022-2445															2009-08-01	WOS:000268589700005		
J	Cooper, Carey E.; McLanahan, Sara S.; Meadows, Sarah O.; Brooks-Gunn, Jeanne										Family Structure Transitions and Maternal Parenting Stress								JOURNAL OF MARRIAGE AND FAMILY				71	3			558	574				10.1111/j.1741-3737.2009.00619.x							Article	AUG 2009	2009										226	2	1	0	22	5	327			0022-2445	1741-3737														2009-08-01	WOS:000268589700009	20046951	
J	Cowan, Philip A.; Cowan, Carolyn Pape; Pruett, Marsha Kline; Pruett, Kyle; Wong, Jessie J.										Promoting Fathers' Engagement With Children: Preventive Interventions for Low-Income Families								JOURNAL OF MARRIAGE AND FAMILY				71	3			663	679				10.1111/j.1741-3737.2009.00625.x							Article	AUG 2009	2009										249	0	0	0	14	0	308			0022-2445															2009-08-01	WOS:000268589700015		
J	Cui, Ming; Donnellan, M. Brent				cui, ming/L-6608-2019	Cui, Ming/0000-0002-3669-3473					Trajectories of Conflict Over Raising Adolescent Children and Marital Satisfaction								JOURNAL OF MARRIAGE AND FAMILY				71	3			478	494				10.1111/j.1741-3737.2009.00614.x							Article	AUG 2009	2009										33	0	0	0	2	0	54			0022-2445															2009-08-01	WOS:000268589700004	20161030	
J	Fischer, Claude S.										The 2004 GSS Finding of Shrunken Social Networks: An Artifact?								AMERICAN SOCIOLOGICAL REVIEW				74	4			657	669				10.1177/000312240907400408							Editorial Material	AUG 2009	2009										123	0	0	0	0	0	149			0003-1224	1939-8271														2009-08-01	WOS:000268541800008		
J	Gareis, Karen C.; Barnett, Rosalind Chait; Ertel, Karen A.; Berkman, Lisa F.										Work-Family Enrichment and Conflict: Additive Effects, Buffering, or Balance?								JOURNAL OF MARRIAGE AND FAMILY				71	3			696	707				10.1111/j.1741-3737.2009.00627.x							Article	AUG 2009	2009										113	0	0	0	4	2	113			0022-2445	1741-3737														2009-08-01	WOS:000268589700017		
J	Griffin, Larry J.; Bollen, Kenneth A.										What Do These Memories Do? Civil Rights Remembrance and Racial Attitudes								AMERICAN SOCIOLOGICAL REVIEW				74	4			594	614				10.1177/000312240907400405							Article; Proceedings Paper	AUG 2009	2009						100th Annual Meeting of the American-Sociological-Association100th Annual Meeting of the American-Sociological-Association	AUG 13-16, 2005AUG 13-16, 2005	Amer Sociol AssocAmer Sociol Assoc	Philadelphia, PAPhiladelphia, PA	59	0	0	0	0	0	87			0003-1224	1939-8271														2009-08-01	WOS:000268541800005		
J	Guzzo, Karen Benjamin					Guzzo, Karen/0000-0001-9718-8465					Maternal Relationships and Nonresidential Father Visitation of Children Born Outside of Marriage								JOURNAL OF MARRIAGE AND FAMILY				71	3			632	649				10.1111/j.1741-3737.2009.00623.x							Article	AUG 2009	2009										39	0	0	0	0	0	53			0022-2445															2009-08-01	WOS:000268589700013		
J	Hardesty, Jennifer L.										A Typology of Domestic Violence: Intimate Terrorism, Violent Resistance, and Situational Couple Violence								JOURNAL OF MARRIAGE AND FAMILY				71	3			802	803				10.1111/j.1741-3737.2009.00634.x							Book Review	AUG 2009	2009										1	0	0	0	0	0	1			0022-2445															2009-08-01	WOS:000268589700024		
J	Hawkins, Alan J.; Fackrell, Tamara A.										Covenant Marriage: The Movement to Reclaim Tradition in America								JOURNAL OF MARRIAGE AND FAMILY				71	3			804	806				10.1111/j.1741-3737.2009.00635.x							Book Review	AUG 2009	2009										0	0	0	0	0	0	0			0022-2445															2009-08-01	WOS:000268589700025		
J	Kneip, Thorsten; Bauer, Gerrit				Bauer, Gerrit/F-8273-2010	Kneip, Thorsten/0000-0001-5480-4627					Did Unilateral Divorce Laws Raise Divorce Rates in Western Europe?								JOURNAL OF MARRIAGE AND FAMILY				71	3			592	607				10.1111/j.1741-3737.2009.00621.x							Article	AUG 2009	2009										45	0	0	0	1	0	54			0022-2445															2009-08-01	WOS:000268589700011		
J	Kunovich, Robert M.										The Sources and Consequences of National Identification								AMERICAN SOCIOLOGICAL REVIEW				74	4			573	593				10.1177/000312240907400404							Article	AUG 2009	2009										226	2	2	0	2	2	264			0003-1224	1939-8271														2009-08-01	WOS:000268541800004		
J	Lundquist, Jennifer Hickes; Budig, Michelle J.; Curtis, Anna				Curtis, Anna/L-3587-2019; Budig, Michelle/AAA-9207-2022	Budig, Michelle/0000-0002-2575-5982					Race and Childlessness in America, 1988-2002								JOURNAL OF MARRIAGE AND FAMILY				71	3			741	755				10.1111/j.1741-3737.2009.00630.x							Article	AUG 2009	2009										23	0	0	0	0	0	30			0022-2445															2009-08-01	WOS:000268589700020		
J	Magnuson, Katherine; Berger, Lawrence M.				Berger, Lawrence/LGZ-5990-2024						Family Structure States and Transitions: Associations With Children's Well-Being During Middle Childhood								JOURNAL OF MARRIAGE AND FAMILY				71	3			575	591				10.1111/j.1741-3737.2009.00620.x							Article	AUG 2009	2009										120	0	0	0	7	1	161			0022-2445															2009-08-01	WOS:000268589700010	20228952	
J	Marks, Gary; Mbaye, Heather A. D.; Kim, Hyung Min				Kim, Sun/C-2026-2011						Radicalism or Reformism? Socialist Parties before World War I								AMERICAN SOCIOLOGICAL REVIEW				74	4			615	635				10.1177/000312240907400406							Article	AUG 2009	2009										21	0	0	0	0	0	24			0003-1224															2009-08-01	WOS:000268541800006		
J	McPherson, Miller; Smith-Lovin, Lynn; Brashears, Matthew E.					Brashears, Matthew/0000-0003-1029-4682					Models and Marginals: Using Survey Evidence to Study Social Networks								AMERICAN SOCIOLOGICAL REVIEW				74	4			670	681				10.1177/000312240907400409							Editorial Material	AUG 2009	2009										61	0	0	0	1	0	71			0003-1224															2009-08-01	WOS:000268541800009		
J	Meier, Ann; Hull, Kathleen E.; Ortyl, Timothy A.										Young Adult Relationship Values at the Intersection of Gender and Sexuality								JOURNAL OF MARRIAGE AND FAMILY				71	3			510	525				10.1111/j.1741-3737.2009.00616.x							Article	AUG 2009	2009										51	0	0	0	2	0	68			0022-2445	1741-3737														2009-08-01	WOS:000268589700006	23710079	
J	Poortman, Anne-Rigt; van der Lippe, Tanja				van der Lippe, Tanja/E-6822-2013; Poortman, Anne-Rigt/F-1588-2013						Attitudes Toward Housework and Child Care and the Gendered Division of Labor								JOURNAL OF MARRIAGE AND FAMILY				71	3			526	541				10.1111/j.1741-3737.2009.00617.x							Article	AUG 2009	2009										122	0	0	0	6	1	154			0022-2445	1741-3737														2009-08-01	WOS:000268589700007		
J	Sanyal, Paromita				Sanyal, Paromita/F-8124-2010						From Credit to Collective Action: The Role of Microfinance in Promoting Women's Social Capital and Normative Influence								AMERICAN SOCIOLOGICAL REVIEW				74	4			529	550				10.1177/000312240907400402							Article	AUG 2009	2009										182	2	0	0	5	2	212			0003-1224															2009-08-01	WOS:000268541800002		
J	Schaefer, David R.										Resource Variation and the Development of Cohesion in Exchange Networks								AMERICAN SOCIOLOGICAL REVIEW				74	4			551	572				10.1177/000312240907400403							Article	AUG 2009	2009										23	0	0	0	0	0	32			0003-1224	1939-8271														2009-08-01	WOS:000268541800003		
J	Schmeer, Kammi K.				Schmeer, Kammi/A-1513-2013	Schmeer, Kammi K./0000-0002-9015-9343					Changing Sibship Size and Educational Progress During Childhood: Evidence From the Philippines								JOURNAL OF MARRIAGE AND FAMILY				71	3			787	801				10.1111/j.1741-3737.2009.00633.x							Article	AUG 2009	2009										6	0	0	0	1	0	8			0022-2445	1741-3737														2009-08-01	WOS:000268589700023	26251553	
J	Schwartz, Seth J.; Zamboanga, Byron L.; Ravert, Russell D.; Kim, Su Yeong; Weisskirch, Robert S.; Williams, Michelle K.; Bersamin, Melina; Finley, Gordon E.				Weisskirch, Robert/ISU-8893-2023						Perceived Parental Relationships and Health-Risk Behaviors in College-Attending Emerging Adults								JOURNAL OF MARRIAGE AND FAMILY				71	3			727	740				10.1111/j.1741-3737.2009.00629.x							Article	AUG 2009	2009										47	0	0	0	4	0	80			0022-2445	1741-3737														2009-08-01	WOS:000268589700019	34326556	
J	Stamps, Katherine; Booth, Alan; King, Valarie										Adolescents With Nonresident Fathers: Are Daughters More Disadvantaged Than Sons?								JOURNAL OF MARRIAGE AND FAMILY				71	3			650	662				10.1111/j.1741-3737.2009.00624.x							Article	AUG 2009	2009										37	0	0	0	1	2	77			0022-2445															2009-08-01	WOS:000268589700014	20161448	
J	Usdansky, Margaret L.; London, Andrew S.; Wilmoth, Janet M.										Veteran Status, Race-Ethnicity, and Marriage Among Fragile Families								JOURNAL OF MARRIAGE AND FAMILY				71	3			768	786				10.1111/j.1741-3737.2009.00632.x							Article	AUG 2009	2009										10	0	0	0	0	0	13			0022-2445	1741-3737														2009-08-01	WOS:000268589700022		
J	Weininger, Elliot B.; Lareau, Annette										Paradoxical Pathways: An Ethnographic Extension of Kohn's Findings on Class and Childrearing								JOURNAL OF MARRIAGE AND FAMILY				71	3			680	695				10.1111/j.1741-3737.2009.00626.x							Article	AUG 2009	2009										79	1	1	0	3	0	104			0022-2445	1741-3737														2009-08-01	WOS:000268589700016		
J	Widmer, Eric D.; Giudici, Francesco; Le Goff, Jean-Marie; Pollien, Alexandre					Widmer, eric/0000-0002-9079-884X; le Goff, Jean-Marie/0000-0002-0100-6186					From Support to Control: A Configurational Perspective on Conjugal Quality								JOURNAL OF MARRIAGE AND FAMILY				71	3			437	448				10.1111/j.1741-3737.2009.00611.x							Article	AUG 2009	2009										18	0	0	0	0	1	22			0022-2445															2009-08-01	WOS:000268589700001		
J	Wiik, Kenneth Aarskaug; Bernhardt, Eva; Noack, Turid				wiik, kenneth/AAC-5635-2019; Noack, Thilo/AAW-6632-2021	Noack, Thilo/0000-0003-0245-0147; Wiik, Kenneth Aarskaug/0000-0002-5761-1203					A Study of Commitment and Relationship Quality in Sweden and Norway								JOURNAL OF MARRIAGE AND FAMILY				71	3			465	477				10.1111/j.1741-3737.2009.00613.x							Article	AUG 2009	2009										92	0	0	0	3	1	104			0022-2445	1741-3737														2009-08-01	WOS:000268589700003		
J	Winters, Paul; Stecklov, Guy; Todd, Jessica				Winters, Paul/HKE-8169-2023	Stecklov, Guy/0000-0001-7831-2731; Winters, Paul/0000-0001-9976-4534; Todd, Jessica/0000-0002-3945-3264					Household Structure and Short-Run Economic Change in Nicaragua								JOURNAL OF MARRIAGE AND FAMILY				71	3			708	726				10.1111/j.1741-3737.2009.00628.x							Article	AUG 2009	2009										5	0	0	0	0	0	8			0022-2445	1741-3737														2009-08-01	WOS:000268589700018		
J	Zuo, Jiping										Rethinking Family Patriarchy and Women's Positions in Presocialist China								JOURNAL OF MARRIAGE AND FAMILY				71	3			542	557				10.1111/j.1741-3737.2009.00618.x							Article	AUG 2009	2009										37	0	0	0	1	0	44			0022-2445	1741-3737														2009-08-01	WOS:000268589700008		
J	Birgen, Judith										God and Government in the Ghetto: The Politics of Church-State Collaboration in Black America								AMERICAN JOURNAL OF SOCIOLOGY				115	1			278	280				10.1086/605743							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400017		
J	Bockman, Johanna										From Communists to Foreign Capitalists: The Social Foundations of Foreign Direct Investment in Postsocialist Europe								AMERICAN JOURNAL OF SOCIOLOGY				115	1			296	298				10.1086/605751							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400025		
J	Camarota, Steven A.										New Faces in New Places: The Changing Geography of American Immigration								AMERICAN JOURNAL OF SOCIOLOGY				115	1			284	286				10.1086/605746							Book Review	JUL 2009	2009										0	0	0	0	0	0	1			0002-9602															2009-07-01	WOS:000268262400020		
J	Celarent, Barbara										The Rise of the Meritocracy, 1870-2033								AMERICAN JOURNAL OF SOCIOLOGY				115	1			322	326				10.1086/605763							Book Review	JUL 2009	2009										5	0	0	0	0	0	5			0002-9602															2009-07-01	WOS:000268262400037		
J	Connelly, Matthew										Disciplining Statistics: Demography and Vital Statistics in France and England, 1830-1885								AMERICAN JOURNAL OF SOCIOLOGY				115	1			267	269				10.1086/605738							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400012		
J	Deflem, Mathieu				Deflem, Mathieu/HGA-2522-2022						The Technology of Policing: Crime Mapping, Information Technology, and the Rationality of Crime Control								AMERICAN JOURNAL OF SOCIOLOGY				115	1			255	257				10.1086/605733							Book Review	JUL 2009	2009										0	0	0	0	0	0	1			0002-9602															2009-07-01	WOS:000268262400007		
J	Dobbin, Frank										Adam Smith in Beijing: Lineages of the Twenty-first Century								AMERICAN JOURNAL OF SOCIOLOGY				115	1			293	295				10.1086/605750							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400024		
J	Elvin, Mark										War and State Formation in Ancient China and Early Modern Europe								AMERICAN JOURNAL OF SOCIOLOGY				115	1			291	293				10.1086/605749							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602	1537-5390														2009-07-01	WOS:000268262400023		
J	Favell, Adrian										Democracy in Europe: The EU and National Polities								AMERICAN JOURNAL OF SOCIOLOGY				115	1			286	288				10.1086/605747							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400021		
J	Garip, Filiz										For Better or For Worse: Vietnamese International Marriages in the New Global Economy								AMERICAN JOURNAL OF SOCIOLOGY				115	1			282	284				10.1086/605745							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400019		
J	Geschiere, Peter										The Devil's Handwriting: Precoloniality and the German Colonial State in Qingdao, Samoa, and Southwest Africa								AMERICAN JOURNAL OF SOCIOLOGY				115	1			289	291				10.1086/605748							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400022		
J	Geser, Hans										New Tech, New Ties: How Mobile Communication Is Reshaping Social Cohesion								AMERICAN JOURNAL OF SOCIOLOGY				115	1			320	322				10.1086/605762							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400036		
J	Goldfarb, Jeffrey C.										The Craftsman								AMERICAN JOURNAL OF SOCIOLOGY				115	1			265	267				10.1086/605737							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400011		
J	Gould, Deborah B.										Inclusion: The Politics of Difference in Medical Research								AMERICAN JOURNAL OF SOCIOLOGY				115	1			269	271				10.1086/605739							Book Review	JUL 2009	2009										1	0	0	0	0	0	1			0002-9602															2009-07-01	WOS:000268262400013		
J	Hall, Peter Dobkin										Contesting Communities: The Transformation of Workplace Charity								AMERICAN JOURNAL OF SOCIOLOGY				115	1			307	309				10.1086/605756							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400030		
J	Hancock, Black Hawk										Living through the Hoop: High School Basketball, Race, and the American Dream								AMERICAN JOURNAL OF SOCIOLOGY				115	1			275	277				10.1086/605742							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602															2009-07-01	WOS:000268262400016		
J	Healy, Kieran										Pop Finance: Investment Clubs and the New Investor Populism								AMERICAN JOURNAL OF SOCIOLOGY				115	1			309	312				10.1086/605757							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602	1537-5390														2009-07-01	WOS:000268262400031		
J	Knoke, David				Knoke, David/JAO-1116-2023						The Red Queen among Organizations: How Competitiveness Evolves								AMERICAN JOURNAL OF SOCIOLOGY				115	1			298	300				10.1086/605752							Book Review	JUL 2009	2009										0	0	0	0	0	0	0			0002-9602	1537-5390														2009-07-01	WOS:000268262400026		
J	Kolaczyk, Eric D.; Chua, David B.; Barthelemy, Marc				barthelemy, marc/B-3942-2008	Barthelemy, Marc/0000-0003-0890-9713					Group betweenness and co-betweenness: Inter-related notions of coalition centrality								SOCIAL NETWORKS				31	3			190	203				10.1016/j.socnet.2009.02.003							Article	JUL 2009	2009										46	1	0	0	4	0	57			0378-8733	1879-2111														2009-07-01	WOS:000267838900003		
J	Kornrich, Sabino				Kornrich, Sabino/AAF-5005-2020	Kornrich, Sabino/0000-0003-2265-2598					Combining Preferences and Processes: An Integrated Approach to Black-White Labor Market Inequality								AMERICAN JOURNAL OF SOCIOLOGY				115	1			1	38				10.1086/597792							Article; Proceedings Paper	JUL 2009	2009						100th Annual Meeting of the American-Sociological-Association100th Annual Meeting of the American-Sociological-Association	AUG 13-16, 2005AUG 13-16, 2005	Amer Sociol AssocAmer Sociol Assoc	Philadelphia, PAPhiladelphia, PA	27	0	0	0	0	0	41			0002-9602															2009-07-01	WOS:000268262400001		
